City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Lata,PT,40.1629,-8.3327,63.81,96,100,3.13,overcast clouds
347,Buraydah,SA,26.326,43.975,85.55,10,0,7.81,clear sky
348,Le Port,RE,-20.9373,55.2919,71.6,71,54,1.21,broken clouds
349,Rania,IN,29.5333,74.8333,86.95,31,23,14.79,few clouds
350,Chateauroux,FR,46.8167,1.7,62.6,94,100,6.91,overcast clouds
351,Carbonia,IT,39.1672,8.5222,64.0,40,2,4.09,clear sky
352,Kenai,US,60.5544,-151.2583,71.02,43,100,11.5,overcast clouds
353,Pitimbu,BR,-7.4706,-34.8086,76.62,86,16,13.56,light rain
354,Biak,ID,-0.9131,122.8766,80.89,73,60,4.74,broken clouds
355,Kupang,ID,-10.1667,123.5833,84.51,63,100,13.87,overcast clouds
356,Cayenne,GF,4.9333,-52.3333,82.09,1,0,1.01,clear sky
357,Port Hawkesbury,CA,45.6169,-61.3485,58.78,98,100,11.5,mist
358,Naryan-Mar,RU,67.6713,53.087,28.69,87,100,26.66,overcast clouds
359,Nuuk,GL,64.1835,-51.7216,32.88,100,75,40.29,light snow
360,Hervey Bay,AU,-25.2986,152.8535,72.01,76,100,7.0,light rain
361,Zhangzhou,CN,24.5133,117.6556,74.21,82,100,0.85,overcast clouds
362,San Patricio,US,28.017,-97.5169,82.49,66,88,11.1,overcast clouds
363,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.96,71,19,8.43,few clouds
364,Kalisz,PL,51.7611,18.091,43.93,91,8,4.29,clear sky
365,Hovd,MN,48.0056,91.6419,71.35,14,24,2.37,few clouds
366,Balta,UA,47.9355,29.6198,50.58,79,99,10.36,overcast clouds
367,Quartucciu,IT,39.2519,9.1794,68.0,60,0,4.61,clear sky
368,Chernyanka,RU,50.9409,37.8069,43.12,94,61,7.92,broken clouds
369,Kutum,SD,14.2,24.6667,73.06,21,16,6.49,few clouds
370,Lazaro Cardenas,MX,17.9583,-102.2,79.59,73,1,8.32,clear sky
371,Kununurra,AU,-15.7667,128.7333,82.38,30,77,3.44,broken clouds
372,Chicama,PE,-7.8447,-79.1469,66.31,80,5,6.64,clear sky
373,Akyab,MM,20.15,92.9,80.15,84,100,9.73,heavy intensity rain
374,San Pedro De Los Naranjos,MX,20.25,-100.9833,82.53,26,100,6.96,overcast clouds
375,Thunder Bay,CA,48.4001,-89.3168,51.78,46,75,6.91,broken clouds
376,Fallon,US,39.4735,-118.7774,75.45,12,75,15.3,broken clouds
377,Ulladulla,AU,-35.35,150.4667,59.77,81,100,5.82,light rain
378,Banda Aceh,ID,5.5577,95.3222,81.82,77,100,12.86,overcast clouds
379,Eyl,SO,7.9803,49.8164,80.89,74,90,16.22,overcast clouds
380,Dodge City,US,37.7528,-100.0171,64.69,32,71,5.99,broken clouds
381,Cieszyn,PL,49.7513,18.6321,50.45,92,9,1.01,clear sky
382,Marilia,BR,-22.2139,-49.9458,53.78,62,34,3.2,scattered clouds
383,Ust-Kut,RU,56.7938,105.7672,53.82,58,11,2.48,few clouds
384,Dhidhdhoo,MV,6.8833,73.1,83.62,76,58,15.99,broken clouds
385,Laureles,US,26.1092,-97.4941,80.58,66,20,9.22,few clouds
386,Blind River,CA,46.1834,-82.9582,44.02,61,0,10.76,clear sky
387,Paranhos,BR,-23.8928,-55.4311,55.92,85,56,4.97,broken clouds
388,Vanavara,RU,60.34,102.2797,57.87,61,8,4.63,clear sky
389,Dakoro,NE,14.5106,6.765,83.44,38,100,6.42,overcast clouds
390,Cockburn Town,TC,21.4612,-71.1419,79.66,79,2,20.74,clear sky
391,Genhe,CN,50.7833,121.5167,58.21,56,94,9.73,overcast clouds
392,Gizo,SB,-8.103,156.8419,84.11,69,19,4.16,few clouds
393,San Cristobal,VE,7.7669,-72.225,66.78,83,0,2.93,clear sky
394,Tura,IN,25.5198,90.2201,76.01,89,5,2.84,clear sky
395,Erbaa,TR,40.6689,36.5675,54.68,74,99,2.55,overcast clouds
396,Roald,NO,62.5833,6.1333,56.32,82,100,4.61,light rain
397,Rorvik,NO,64.8621,11.2373,48.76,85,79,9.26,broken clouds
398,Fukiage,JP,36.1,139.45,69.91,62,91,2.75,overcast clouds
399,Pervomayskiy,RU,53.2485,40.2871,33.82,80,7,8.08,clear sky
400,Sorland,NO,67.667,12.6934,46.26,90,95,8.03,overcast clouds
401,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,100,100,7.23,light intensity drizzle
402,Pangkalanbuun,ID,-2.6833,111.6167,81.21,82,59,3.2,broken clouds
403,Domoni,KM,-12.2569,44.5319,76.89,77,100,0.83,light rain
404,Novichikha,RU,52.204,81.3877,55.45,44,100,4.92,overcast clouds
405,Tabuk,PH,17.4189,121.4443,81.36,81,100,5.77,overcast clouds
406,Batemans Bay,AU,-35.7167,150.1833,60.67,64,99,4.68,moderate rain
407,Yaring,TH,6.8662,101.3689,82.29,83,95,6.46,overcast clouds
408,Saldanha,ZA,-33.0117,17.9442,58.57,90,100,1.45,overcast clouds
409,Ust-Omchug,RU,61.15,149.6333,35.94,100,100,4.99,light rain
410,Natal,BR,-5.795,-35.2094,75.85,94,75,5.75,broken clouds
411,Havelock,US,34.8791,-76.9013,75.96,81,100,4.0,overcast clouds
412,Kidal,ML,18.4411,1.4078,83.46,34,48,9.78,scattered clouds
413,Hirara,JP,24.8,125.2833,77.5,83,100,19.15,light rain
414,Chaihe,CN,44.7667,129.7,70.05,37,94,8.08,overcast clouds
415,Tatawin,TN,32.9297,10.4518,73.27,18,0,5.68,clear sky
416,Alappuzha,IN,9.49,76.3264,77.54,88,100,4.68,overcast clouds
417,Nantucket,US,41.2835,-70.0995,61.14,91,100,10.36,fog
418,Veraval,IN,20.9,70.3667,84.25,70,100,19.08,overcast clouds
419,Minyar,RU,55.0709,57.5485,38.46,97,95,3.04,overcast clouds
420,Honiara,SB,-9.4333,159.95,87.42,63,21,5.08,few clouds
421,Kindu,CD,-2.95,25.95,68.68,99,100,0.96,light rain
422,Nador,MA,35.174,-2.9287,68.25,77,0,16.11,clear sky
423,Tomatlan,MX,19.9333,-105.25,80.19,59,0,7.47,clear sky
424,Kulhudhuffushi,MV,6.6221,73.07,83.55,76,56,15.99,broken clouds
425,Half Moon Bay,US,37.4636,-122.4286,80.58,67,0,27.63,haze
426,Atbasar,KZ,51.8,68.3333,50.49,45,100,16.06,overcast clouds
427,Mastic Beach,US,40.7668,-72.8521,74.77,90,0,8.05,clear sky
428,Muswellbrook,AU,-32.2667,150.9,57.54,88,99,6.71,overcast clouds
429,Ormara,PK,25.2088,64.6357,86.05,54,0,10.74,clear sky
430,Atoyac,MX,20.0167,-103.5333,85.55,22,79,9.42,broken clouds
431,Marathon,US,44.9,-89.7668,49.35,60,75,8.05,broken clouds
432,Penzance,GB,50.1186,-5.5371,54.82,84,84,13.33,broken clouds
433,Roebourne,AU,-20.7833,117.1333,73.81,77,100,9.8,overcast clouds
434,Samana,DO,19.2056,-69.3369,76.93,85,26,7.81,scattered clouds
435,Deputatskiy,RU,69.3,139.9,32.59,96,8,1.83,clear sky
436,Zhigansk,RU,66.7697,123.3711,47.61,48,50,1.28,scattered clouds
437,Katsuura,JP,35.1333,140.3,66.15,83,43,17.58,scattered clouds
438,Kawalu,ID,-7.3817,108.2082,78.75,76,87,2.59,overcast clouds
439,Beira,MZ,-19.8436,34.8389,68.18,93,69,11.34,broken clouds
440,Bratsk,RU,56.1325,101.6142,48.69,64,1,6.31,clear sky
441,Kalabo,ZM,-14.97,22.6814,49.59,38,0,6.76,clear sky
442,Turbat,PK,26.0023,63.044,87.37,10,0,19.98,clear sky
443,Kitaibaraki,JP,36.7833,140.75,62.15,84,100,3.0,overcast clouds
444,Taltal,CL,-25.4,-70.4833,63.14,69,1,4.79,clear sky
445,Lasa,IT,46.6166,10.7002,55.36,77,95,3.53,overcast clouds
446,Nieves,PH,15.3274,120.9485,85.23,67,99,4.74,overcast clouds
447,Seymchan,RU,62.8833,152.4333,51.75,51,100,12.91,overcast clouds
448,Omboue,GA,-1.5746,9.2618,74.32,80,68,7.67,broken clouds
449,Mount Isa,AU,-20.7333,139.5,74.97,46,0,10.36,clear sky
450,Porto Santo,PT,33.072,-16.3415,64.78,72,40,10.36,scattered clouds
451,Rutland,US,43.6167,-73.0162,69.78,86,0,0.0,clear sky
452,Aguilas,ES,37.4063,-1.5829,73.18,62,0,0.78,clear sky
453,Homer,US,59.6425,-151.5483,61.77,26,54,1.68,broken clouds
454,Pakokku,MM,21.3333,95.1,86.25,66,72,11.39,broken clouds
455,Dunedin,NZ,-45.8742,170.5036,55.8,43,10,8.99,clear sky
456,Srednekolymsk,RU,67.45,153.6833,57.92,35,69,11.48,broken clouds
457,Dingle,PH,10.9995,122.6711,85.23,69,88,7.27,overcast clouds
458,Biloela,AU,-24.4167,150.5,70.97,67,85,15.5,overcast clouds
459,Palmer,US,42.1584,-72.3287,72.95,81,75,8.05,broken clouds
460,Port Hedland,AU,-20.3167,118.5667,78.85,100,75,0.0,broken clouds
461,Norrtalje,SE,59.758,18.705,41.02,54,85,3.06,overcast clouds
462,Kaeo,NZ,-35.1,173.7833,63.36,64,100,7.72,overcast clouds
463,Yafran,LY,32.0633,12.5286,66.4,17,0,10.4,clear sky
464,Vega De Alatorre,MX,20.0333,-96.6333,81.88,78,0,2.17,clear sky
465,Thinadhoo,MV,0.5333,72.9333,83.19,75,99,13.09,overcast clouds
466,Sechura,PE,-5.5569,-80.8222,67.03,79,6,17.43,clear sky
467,Savannah Bight,HN,16.45,-85.85,83.57,59,100,25.3,overcast clouds
468,Lac Du Bonnet,CA,50.2536,-96.0612,50.83,56,3,2.68,clear sky
469,Nemuro,JP,43.3236,145.575,46.26,94,100,16.13,overcast clouds
470,Alekseyevka,RU,50.6309,38.6903,43.72,95,24,9.98,few clouds
471,Sardarpur,IN,22.678,74.9484,76.64,78,71,16.62,broken clouds
472,Nizhniy Kuranakh,RU,58.8353,125.4869,53.22,65,26,3.96,scattered clouds
473,Otjimbingwe,NA,-22.35,16.1333,56.32,36,100,8.16,overcast clouds
474,Montepuez,MZ,-13.1256,38.9997,62.98,98,94,1.23,overcast clouds
475,Bom Jesus,BR,-9.0744,-44.3586,77.18,52,81,2.89,broken clouds
476,Yerbogachen,RU,61.2767,108.0108,56.79,69,78,3.74,broken clouds
477,Verkhovazhye,RU,60.7472,42.0465,32.45,70,100,9.78,overcast clouds
478,Nha Trang,VN,12.25,109.1833,86.0,79,100,3.96,overcast clouds
479,Rupert,US,42.6191,-113.6772,53.64,45,72,9.89,broken clouds
480,Alizai,PK,33.5383,70.3462,67.8,33,3,6.8,clear sky
481,Samarai,PG,-10.6167,150.6667,82.47,74,16,8.21,few clouds
482,Vila Do Maio,CV,15.1333,-23.2167,72.39,78,41,10.38,scattered clouds
483,Okhotsk,RU,59.3833,143.3,37.87,91,100,5.91,overcast clouds
484,Carutapera,BR,-1.195,-46.02,74.55,93,20,4.25,few clouds
485,Nanakuli,US,21.3906,-158.1547,82.35,61,23,12.53,few clouds
486,Tifton,US,31.4505,-83.5085,75.13,92,0,0.0,clear sky
487,Vestmanna,FO,62.1564,-7.1664,45.52,93,100,4.61,overcast clouds
488,Athabasca,CA,54.7169,-113.2854,59.74,46,86,2.84,overcast clouds
489,Boz,FR,46.4071,4.9109,67.17,96,100,3.44,light rain
490,Kanye,BW,-24.9667,25.3327,45.68,73,7,6.76,clear sky
491,Raga,SS,8.4596,25.678,76.08,67,100,3.47,overcast clouds
492,Floro,NO,61.5996,5.0328,53.96,81,100,13.8,light rain
493,Mogadishu,SO,2.0371,45.3438,79.92,89,96,19.1,overcast clouds
494,Novopokrovka,UA,49.8425,36.5477,45.28,92,83,6.33,broken clouds
495,Pemangkat,ID,1.1667,108.9667,81.36,81,31,5.03,scattered clouds
496,Axim,GH,4.8699,-2.2405,75.94,87,100,3.58,overcast clouds
497,Mangan,IN,27.5167,88.5333,73.74,71,6,2.68,clear sky
498,Biltine,TD,14.5333,20.9167,82.74,15,100,7.49,overcast clouds
499,Tigil,RU,57.8,158.6667,58.23,44,28,5.21,scattered clouds
500,Zhigalovo,RU,54.8097,105.1578,52.92,63,27,5.41,scattered clouds
501,Medicine Hat,CA,50.0501,-110.6683,62.85,27,62,1.01,broken clouds
502,Jiayuguan,CN,39.8167,98.3,67.08,30,5,6.76,clear sky
503,Saint-Augustin,CA,51.226,-58.6502,44.96,95,100,8.61,overcast clouds
504,Mokhsogollokh,RU,61.4681,128.9203,54.54,56,80,3.13,broken clouds
505,Beyneu,KZ,45.3167,55.2,61.48,43,0,15.32,clear sky
506,Kwakoa,TZ,-3.7667,37.7167,62.89,90,34,1.34,scattered clouds
507,Dakar,SN,14.6937,-17.4441,70.68,80,10,12.77,clear sky
508,Amuntai,ID,-2.4177,115.2494,80.04,87,58,2.84,broken clouds
509,Makakilo City,US,21.3469,-158.0858,80.92,69,9,16.42,clear sky
510,Hay River,CA,60.8156,-115.7999,42.78,56,20,6.91,few clouds
511,Shelburne,CA,44.0787,-80.2041,48.96,83,100,11.1,overcast clouds
512,Venice,US,27.0998,-82.4543,86.05,87,40,6.91,mist
513,Ambulu,ID,-8.345,113.6058,79.81,71,17,2.21,few clouds
514,Kalmunai,LK,7.4167,81.8167,79.95,71,35,4.12,scattered clouds
515,Esna,EG,25.2934,32.554,72.86,23,0,13.29,clear sky
516,Bengkulu,ID,-3.8004,102.2655,78.53,84,99,2.04,overcast clouds
517,Tacuarembo,UY,-31.7333,-55.9833,50.4,89,7,4.5,clear sky
518,Vanderhoof,CA,54.0166,-124.0198,66.51,25,98,8.03,overcast clouds
519,Catuday,PH,16.2923,119.8062,81.86,75,100,14.79,overcast clouds
520,Urumqi,CN,43.801,87.6005,70.75,40,0,6.71,clear sky
521,Kiama,AU,-34.6833,150.8667,63.37,92,100,3.0,moderate rain
522,Tessalit,ML,20.1986,1.0114,83.46,34,7,17.05,clear sky
523,Belmonte,BR,-15.8631,-38.8828,71.46,83,65,8.34,broken clouds
524,Bhadrachalam,IN,17.6667,80.8833,91.17,42,6,9.08,clear sky
525,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,96,100,3.13,light rain
526,Mayo,US,38.8876,-76.5119,73.35,92,100,11.5,heavy intensity rain
527,Valverde Del Camino,ES,37.5751,-6.7543,62.02,96,1,5.14,clear sky
528,New Richmond,US,45.123,-92.5366,56.64,37,40,0.0,scattered clouds
529,Longyan,CN,25.1072,117.0225,69.21,96,100,1.05,overcast clouds
530,North Bend,US,43.4065,-124.2243,67.24,91,40,11.5,scattered clouds
531,Malanje,AO,-9.5402,16.341,62.6,83,100,3.13,overcast clouds
532,Umm Kaddadah,SD,13.6017,26.6876,77.67,18,17,13.22,few clouds
533,Chute-Aux-Outardes,CA,49.1168,-68.399,46.38,100,100,10.36,overcast clouds
534,Port-Gentil,GA,-0.7193,8.7815,77.63,81,81,15.41,broken clouds
535,Alofi,NU,-19.0595,-169.9187,79.93,72,5,10.65,clear sky
536,Sungaipenuh,ID,-2.0833,101.3833,71.26,72,77,0.54,broken clouds
537,Warangal,IN,18.0,79.5833,87.35,44,0,16.71,clear sky
538,Ahuimanu,US,21.4447,-157.8378,82.11,66,40,11.5,scattered clouds
539,Abu Kamal,SY,34.4506,40.9171,70.86,30,92,19.69,overcast clouds
540,Sidi Ali,DZ,36.0998,0.4206,71.06,51,100,6.15,overcast clouds
541,Sambava,MG,-14.2667,50.1667,73.0,81,99,9.4,light rain
542,Chitral,PK,35.8462,71.7858,58.41,43,100,5.79,overcast clouds
543,Slave Lake,CA,55.2834,-114.769,56.98,43,100,5.79,overcast clouds
544,Tiarei,PF,-17.5333,-149.3333,84.22,74,12,12.71,few clouds
545,Port Hardy,CA,50.6996,-127.4199,55.58,58,100,16.11,light rain
546,Poum,NC,-20.2333,164.0167,77.7,82,4,17.05,clear sky
547,Tottori,JP,35.5,134.2333,67.17,67,1,5.61,clear sky
548,Blackfoot,US,43.1905,-112.345,49.05,57,58,6.13,broken clouds
549,Lavumisa,SZ,-27.31,31.892,61.54,91,100,4.14,overcast clouds
550,Zyryanka,RU,65.75,150.85,56.82,35,100,15.61,overcast clouds
551,Bonthe,SL,7.5264,-12.505,78.21,86,100,10.02,light rain
552,Athlone,IE,53.4333,-7.95,47.89,95,100,7.14,overcast clouds
553,Ibra,OM,22.6906,58.5334,81.19,48,6,4.72,clear sky
554,Livingston,GB,55.9029,-3.5226,52.12,90,0,2.3,clear sky
555,Baykit,RU,61.67,96.37,62.76,54,0,0.31,clear sky
556,Flinders,AU,-34.5833,150.8552,63.18,88,100,4.0,light rain
557,Beringovskiy,RU,63.05,179.3167,42.82,72,76,10.6,broken clouds
558,Naze,JP,28.3667,129.4833,70.18,67,100,5.46,overcast clouds
559,Road Town,VG,18.4167,-64.6167,79.97,78,100,17.65,overcast clouds
560,Vao,NC,-22.6667,167.4833,75.43,82,1,12.37,clear sky
561,Porto Novo,BJ,6.4965,2.6036,75.58,89,98,3.09,overcast clouds
562,La Baule-Escoublac,FR,47.2922,-2.364,62.71,95,0,5.75,clear sky
563,Nadvoitsy,RU,63.8667,34.3167,28.42,86,7,7.61,clear sky
564,Saint-Francois,FR,46.4154,3.9054,69.24,68,0,6.91,clear sky
565,Faanui,PF,-16.4833,-151.75,81.09,69,5,13.51,clear sky
566,Rocha,UY,-34.4833,-54.3333,49.48,86,78,5.93,broken clouds
567,Puerto Cabezas,NI,14.0351,-83.3888,78.57,86,100,11.52,overcast clouds
568,Pundaguitan,PH,6.3711,126.1689,82.71,72,100,1.52,overcast clouds
569,Richards Bay,ZA,-28.783,32.0377,62.71,92,100,14.74,moderate rain
570,Mahibadhoo,MV,3.7833,72.9667,83.21,74,42,13.15,scattered clouds
571,Fort Nelson,CA,58.8053,-122.7002,60.39,41,75,6.91,broken clouds
572,Verkhnyaya Inta,RU,65.9811,60.3094,35.76,88,100,18.43,overcast clouds
573,Raudeberg,NO,61.9875,5.1352,52.86,78,100,11.68,light rain
574,Portland,US,45.5234,-122.6762,73.69,33,100,3.0,overcast clouds
575,Demirci,TR,39.0461,28.6589,54.91,83,13,4.88,few clouds
576,Hit,IQ,33.6416,42.8251,78.42,21,91,24.74,overcast clouds
577,Ketchikan,US,55.3422,-131.6461,52.36,75,100,10.09,overcast clouds
578,Lumphat,KH,13.4878,106.9816,75.31,96,100,3.8,overcast clouds
579,Vieste,IT,41.8825,16.175,70.18,67,99,4.79,overcast clouds
580,Marawi,PH,7.9986,124.2928,75.6,80,100,1.28,overcast clouds
581,Ayan,RU,56.45,138.1667,33.76,91,87,11.88,overcast clouds
582,Lithgow,AU,-33.4833,150.15,51.53,82,92,6.96,light rain
583,Verkhnyaya Toyma,RU,62.2349,44.9985,30.87,93,100,9.75,snow
584,Tambopata,PE,-12.7333,-69.1833,68.59,98,88,2.84,overcast clouds
585,Kropotkin,RU,45.4375,40.5756,53.19,98,100,8.68,overcast clouds
586,Bereda,ES,43.2686,-7.5406,59.41,100,59,2.35,broken clouds
587,Jackson,US,42.4165,-122.8345,75.04,32,100,3.0,overcast clouds
588,Hinche,HT,19.15,-72.0167,73.74,87,78,1.14,broken clouds
589,Dodoma,TZ,-6.1722,35.7395,61.66,87,12,5.41,few clouds
590,Wittmund,DE,53.5667,7.7833,56.03,79,100,8.57,overcast clouds
591,Gamba,GA,-2.65,10.0,75.0,78,92,5.5,overcast clouds
592,Simi,SL,9.5667,-12.35,76.26,92,100,2.71,light rain
593,Muroto,JP,33.2833,134.15,70.84,73,100,7.0,overcast clouds
594,Hun,LY,29.1268,15.9477,72.66,13,0,7.9,clear sky
595,Marzuq,YE,14.4,46.4667,73.6,20,14,1.54,few clouds
596,Malakal,SS,9.5334,31.6605,77.59,65,100,2.13,overcast clouds
597,Volodarka,UA,49.5248,29.9122,48.27,95,100,7.23,overcast clouds
598,Siverek,TR,37.755,39.3167,55.13,68,0,9.84,clear sky
599,Mabaruma,GY,8.2,-59.7833,71.56,100,100,1.14,overcast clouds
600,Kemijarvi,FI,66.7131,27.4306,40.95,93,75,5.44,broken clouds
601,Denpasar,ID,-8.65,115.2167,82.06,83,20,8.05,few clouds
602,Vryburg,ZA,-26.9566,24.7284,49.75,80,0,5.77,clear sky
603,Aksu,CN,41.1231,80.2644,76.12,24,100,9.4,overcast clouds
604,Komsomolskiy,UZ,40.4272,71.7189,54.32,76,100,2.3,overcast clouds
605,Lucea,JM,18.451,-78.1736,81.86,80,71,4.76,light rain
606,Minab,IR,27.1467,57.0801,88.75,24,0,6.38,clear sky
607,Beidao,CN,34.5686,105.8933,67.33,68,21,3.8,few clouds
608,Verkhnevilyuysk,RU,63.4453,120.3167,61.97,38,32,1.9,scattered clouds
609,Morgan City,US,29.6994,-91.2068,80.01,83,94,5.53,overcast clouds
610,Bilma,NE,18.6853,12.9164,84.43,12,91,3.65,overcast clouds
611,Maloy,NO,61.9353,5.1136,53.73,78,100,12.08,light rain
612,Broken Hill,AU,-31.95,141.4333,62.51,56,0,9.55,clear sky
613,Morondava,MG,-20.2833,44.2833,72.12,55,1,5.59,clear sky
614,Camacupa,AO,-12.0167,17.4833,54.5,65,19,4.07,few clouds
615,Ensley,US,30.5188,-87.2728,74.53,96,75,10.36,broken clouds
616,Khandyga,RU,62.6667,135.6,53.02,45,97,1.59,overcast clouds
617,Mabay,PH,6.0577,124.4666,82.4,76,100,1.7,overcast clouds
618,Margate,GB,51.3813,1.3862,60.31,80,99,1.99,overcast clouds
619,Aykhal,RU,66.0,111.5,53.94,56,100,11.59,overcast clouds
620,Hobyo,SO,5.3505,48.5268,80.55,79,92,24.79,overcast clouds
621,Caibarien,CU,22.5206,-79.4669,79.36,83,100,17.38,overcast clouds
622,Skelleftea,SE,64.7507,20.9528,46.76,54,92,5.75,overcast clouds
623,Mochudi,BW,-24.4167,26.15,51.15,65,1,6.93,clear sky
624,Nago,JP,26.5881,127.9761,74.25,84,100,10.31,light rain
625,Boa Vista,BR,2.8197,-60.6733,75.18,88,75,4.61,light intensity shower rain
626,Magway,MM,20.15,94.9167,85.8,66,25,8.97,scattered clouds
627,Santiago Del Estero,AR,-27.7951,-64.2615,62.33,51,0,9.04,clear sky
628,Aksarka,RU,66.5606,67.7975,34.36,86,99,28.81,overcast clouds
629,San Juan,AR,-31.5375,-68.5364,61.56,27,10,7.02,clear sky
630,Svetlyy,RU,54.675,20.1347,48.25,87,73,6.93,broken clouds
631,Erenhot,CN,43.6475,111.9767,72.59,29,95,0.18,overcast clouds
632,Mitsamiouli,KM,-11.3847,43.2844,78.4,83,100,12.55,light rain
633,Nkowakowa,ZA,-23.8878,30.2871,54.88,87,100,2.44,overcast clouds
634,Puerto Quijarro,BO,-17.7833,-57.7667,68.2,45,18,1.7,few clouds
635,Shemonaikha,KZ,50.6328,81.9056,55.47,55,100,4.09,overcast clouds
636,Kottagudem,IN,17.55,80.6333,91.27,38,7,14.29,clear sky
637,Agadir,MA,30.4202,-9.5982,66.65,72,45,3.62,scattered clouds
638,Port Moresby,PG,-9.4431,147.1797,84.69,69,22,6.42,few clouds
639,Fatick,SN,14.3581,-16.5858,70.02,80,62,9.44,broken clouds
640,Chase,CA,50.8165,-119.6857,73.33,28,37,0.83,scattered clouds
641,Palencia,ES,42.4167,-4.5,55.8,91,4,0.38,clear sky
642,Lar,IN,26.2039,83.9717,80.2,61,0,9.91,clear sky
643,Udachnyy,RU,66.4167,112.4,57.45,40,100,15.21,overcast clouds
644,Mpika,ZM,-11.8343,31.4529,61.07,76,100,4.05,overcast clouds
645,Vila Velha,BR,-20.3297,-40.2925,70.52,72,89,1.41,overcast clouds
646,Bonoua,CI,5.2741,-3.595,76.62,93,100,2.55,overcast clouds
647,Sipkovica,MK,42.035,20.9156,52.34,79,5,3.96,clear sky
648,Balabac,PH,7.9868,117.0645,83.1,78,87,9.04,overcast clouds
649,Tezu,IN,27.9167,96.1667,78.64,69,80,0.63,broken clouds
650,Bukachacha,RU,52.9833,116.9167,50.61,57,95,7.34,overcast clouds
651,Boksitogorsk,RU,59.474,33.8485,23.61,77,0,4.45,clear sky
652,Yurla,RU,59.3259,54.3223,32.76,98,100,6.15,overcast clouds
653,Hualmay,PE,-11.0964,-77.6139,64.38,87,23,5.77,few clouds
654,Kijang,KR,35.2442,129.2139,69.94,65,12,5.3,few clouds
655,Levin,NZ,-40.6333,175.275,59.72,74,19,2.28,few clouds
656,Altar,MX,30.7,-111.8167,88.77,17,0,17.43,clear sky
657,Talara,PE,-4.5772,-81.2719,66.67,88,20,18.05,few clouds
658,Barentu,ER,15.1139,37.5928,83.62,33,6,5.14,clear sky
659,Zafra,ES,38.4167,-6.4167,57.2,86,9,5.01,clear sky
660,Tangier,MA,35.7806,-5.8137,65.55,88,75,5.75,broken clouds
661,Upata,VE,8.0086,-62.3989,71.19,93,100,3.44,overcast clouds
662,Mocuba,MZ,-16.8392,36.9856,65.66,87,27,3.58,scattered clouds
663,Dukat,RU,62.55,155.55,33.3,98,100,7.76,overcast clouds
664,Port Augusta,AU,-32.5,137.7667,68.68,51,11,6.62,few clouds
665,Sarnia,CA,42.9787,-82.4041,49.95,87,100,4.61,overcast clouds
666,Ilam,NP,26.9167,87.9167,68.47,73,18,3.44,few clouds
667,Senador Pompeu,BR,-5.5881,-39.3717,78.1,65,99,5.75,overcast clouds
668,Manaure,CO,11.7751,-72.4445,82.02,67,0,22.68,clear sky
669,Sobradinho,BR,-12.8333,-39.1,64.98,97,2,4.03,clear sky
670,Aklavik,CA,68.2191,-135.0107,36.48,56,98,10.07,overcast clouds
671,Rabo De Peixe,PT,37.8,-25.5833,66.27,93,75,2.3,broken clouds
672,Yaan,NG,7.3833,8.5667,75.9,86,100,7.27,light rain
673,Ploemeur,FR,47.7333,-3.4333,61.83,88,100,5.75,overcast clouds
674,Novyy Nekouz,RU,57.9029,38.07,30.38,87,70,6.91,broken clouds
675,Roma,US,43.2128,-75.4557,56.73,90,100,11.5,overcast clouds
676,Khuzdar,PK,27.7384,66.6434,70.43,11,0,18.23,clear sky
677,Lima,PE,-12.0432,-77.0282,63.9,80,100,5.75,mist
678,Acapulco,MX,16.8634,-99.8901,82.22,74,75,6.91,broken clouds
679,Kayes,ML,14.0,-11.0,89.96,19,12,5.57,few clouds
680,Skagen,DK,57.7209,10.5839,52.52,77,100,8.03,overcast clouds
681,Monopoli,IT,40.9559,17.2896,70.75,62,40,4.03,scattered clouds
682,Nikki,BJ,9.9401,3.2108,73.51,86,100,5.21,overcast clouds
683,Skibbereen,IE,51.55,-9.2667,53.11,86,100,11.74,overcast clouds
684,Santa Luzia,BR,-19.7697,-43.8514,54.97,77,0,4.5,clear sky
685,Pesaro,IT,43.9036,12.8903,72.0,51,100,5.68,overcast clouds
686,Vaitape,PF,-16.5167,-151.75,81.12,68,5,13.4,clear sky
687,Imbituba,BR,-28.24,-48.6703,62.85,99,100,5.35,overcast clouds
688,Mehamn,NO,71.0357,27.8492,39.11,90,86,5.17,overcast clouds
689,San Miguel,SV,13.4833,-88.1833,75.45,93,99,0.72,overcast clouds
690,Jalu,LY,29.0331,21.5482,68.56,32,0,6.42,clear sky
691,La Dolorita,VE,10.4883,-66.7861,64.44,92,89,2.35,overcast clouds
692,Barra Velha,BR,-26.6322,-48.6847,58.39,95,100,3.31,overcast clouds
693,Zlitan,LY,32.4674,14.5687,67.23,50,0,7.9,clear sky
694,Tahe,CN,52.3333,124.7333,40.26,95,100,8.79,overcast clouds
695,Brejo Da Madre De Deus,BR,-8.1458,-36.3711,64.71,93,23,8.25,few clouds
696,Bar Harbor,US,44.3876,-68.2039,64.53,85,20,4.0,few clouds
697,Camacha,PT,33.0833,-16.3333,62.02,72,40,10.36,scattered clouds
