City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
642,Lar,IN,80.2,clear sky,26.2039,83.9717,Ovaiskarni ward Lar
645,Vila Velha,BR,70.52,overcast clouds,-20.3297,-40.2925,Hotel Vitória Palace
646,Bonoua,CI,76.62,overcast clouds,5.2741,-3.595,Hotel Bon Samaritian
648,Balabac,PH,83.1,overcast clouds,7.9868,117.0645,Batalla’s Lodging House
649,Tezu,IN,78.64,broken clouds,27.9167,96.1667,Circuit House
654,Kijang,KR,69.94,few clouds,35.2442,129.2139,Samyang Beach Villa
656,Altar,MX,88.77,clear sky,30.7,-111.8167,Hotel Maria Elena
657,Talara,PE,66.67,few clouds,-4.5772,-81.2719,Hostal Oro Negro
660,Tangier,MA,65.55,broken clouds,35.7806,-5.8137,Hotel Rembrandt
661,Upata,VE,71.19,overcast clouds,8.0086,-62.3989,Posada Villa Nela
662,Mocuba,MZ,65.66,scattered clouds,-16.8392,36.9856,Phama Lodge
664,Port Augusta,AU,68.68,few clouds,-32.5,137.7667,Majestic Oasis Apartments
666,Ilam,NP,68.47,few clouds,26.9167,87.9167,चियाबारी कटेज
667,Senador Pompeu,BR,78.1,overcast clouds,-5.5881,-39.3717,Pousada Ki-Delicia
668,Manaure,CO,82.02,clear sky,11.7751,-72.4445,Hotel Palaaima
671,Rabo De Peixe,PT,66.27,broken clouds,37.8,-25.5833,Quinta das Giestas
676,Khuzdar,PK,70.43,clear sky,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
678,Acapulco,MX,82.22,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
681,Monopoli,IT,70.75,scattered clouds,40.9559,17.2896,Il Melograno
682,Nikki,BJ,73.51,overcast clouds,9.9401,3.2108,Monnon
685,Pesaro,IT,72.0,overcast clouds,43.9036,12.8903,Savoy
686,Vaitape,PF,81.12,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
689,San Miguel,SV,75.45,overcast clouds,13.4833,-88.1833,Excalibur
690,Jalu,LY,68.56,clear sky,29.0331,21.5482,صاحبة الفخامة
693,Zlitan,LY,67.23,clear sky,32.4674,14.5687,القسم الداخلي للجامعة الأسمرية
